accession_name	food_name	main_ingredient	ingredient_group	genome_accession	species	Sequence_abundance	Adjusted_ANI	Eff_cov	completeness	contamination	contigs	taxonomy
SRR16950703	mustard leaf	mustard plant	Botanical	LeechJ_xxxx__AF52__bin.1	Lysinibacillus boronitolerans	0.0853	96.67	0.254	94.53642384	3.752759382	629	Bacillota;Bacilli;Bacillales_A;Planococcaceae;Lysinibacillus
SRR16950703	mustard leaf	mustard plant	Botanical	MortensenS_xxxx__WK002-1-L-48h-01F6_S30__bin.6	Leuconostoc falkenbergense	0.029	97.26	0.207	100	0	16	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc
SRR16950703	mustard leaf	mustard plant	Botanical	FontanaF_2023__SRR20746854__bin.2	Enterobacter intestinihominis	0.0715	95.79	0.202	100	0.01	195	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter
SRR16950703	mustard leaf	mustard plant	Botanical	MASTER_WP4_UNINA_2__M-29__bin.23	Stenotrophomonas geniculata	0.0511	97.8	0.181	84.2634779	2.433052819	997	Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas
SRR16950703	mustard leaf	mustard plant	Botanical	MASTER_WP4_UNINA_1__PM002_71775__bin.13	Acinetobacter junii	0.0403	95.73	0.149	98.8879376	1.098499674	191	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter
SRR16950703	mustard leaf	mustard plant	Botanical	MotaGutierrezJ_2021__SRR11602140__bin.22	Pantoea dispersa	0.0412	95.23	0.143	76.3	2.56	977	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Pantoea
SRR16950703	mustard leaf	mustard plant	Botanical	MortensenS_xxxx__WK031-1-L-48h-03B2_S30__bin.1	Leuconostoc suionicum	0.0225	96.66	0.139	100	0	39	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc
SRR16950703	mustard leaf	mustard plant	Botanical	FontanaF_2023__SRR20746869__bin.1	Enterobacter asburiae B	0.0303	96.06	0.126	69.12	1.15	872	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter
SRR16950703	mustard leaf	mustard plant	Botanical	MASTER_WP4_TEAGASC_1__TGS15-30__bin.9	Paracoccus marcusii	0.0329	95.78	0.121	96.21212121	1.01010101	138	Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus
SRR16950703	mustard leaf	mustard plant	Botanical	MAG_331	Pectobacterium brasiliense	0.0183	96.43	0.113	51.72	6.9	653	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Pectobacterium
SRR16950703	mustard leaf	mustard plant	Botanical	MASTER_WP4_UNINA_2__V-21__bin.24	Aeromonas rivipollensis	0.0273	97.17	0.102	84.62168493	2.046783626	601	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Aeromonadaceae;Aeromonas
SRR16950703	mustard leaf	mustard plant	Botanical	ODFM-BA-A-0005-002_Lactobacillus_curvatus_WiKim38	Latilactobacillus curvatus	0.0147	95.58	0.095	99.46	0	1	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Latilactobacillus
SRR16950703	mustard leaf	mustard plant	Botanical	CM_UNINA_FFOOD__FFOOD_256__bin.2	Exiguobacterium A acetylicum	0.0119	97.74	0.075	62.21	0.02	16	Bacillota;Bacilli;Exiguobacteriales;Exiguobacteriaceae;Exiguobacterium_A
SRR16950703	mustard leaf	mustard plant	Botanical	DeFilippisF_xxxx__DS_112__bin.19	Stenotrophomonas nematodicola	0.0236	96.01	0.072	99.28807471	0.043103448	65	Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas
SRR16950703	mustard leaf	mustard plant	Botanical	MAG_594	Mammaliicoccus sciuri	0.0114	98.19	0.056	94.48	2.39	100	Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Mammaliicoccus
SRR16950703	mustard leaf	mustard plant	Botanical	MAG_34	Cutibacterium acnes	0.011	98.6	0.056	99.27	0.2	78	Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Cutibacterium
SRR16950704	mustard leaf	mustard plant	Botanical	LeechJ_2020__ERS3967691__bin.13	Weissella cibaria	31.5971	98.94	199	92.61758691	1.533742331	211	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Weissella
SRR16950704	mustard leaf	mustard plant	Botanical	YuY_2022__SRR16950700__bin.23	Priestia megaterium	22.5819	99.99	140	94.14	3.41	270	Bacillota;Bacilli;Bacillales;Bacillaceae_H;Priestia
SRR16950704	mustard leaf	mustard plant	Botanical	MAG_107	Bacillus A cereus	7.5778	99.72	73	67.86	8.62	565	Bacillota;Bacilli;Bacillales;Bacillaceae_G;Bacillus_A
SRR16950704	mustard leaf	mustard plant	Botanical	YuY_2022__SRR16950702__bin.15	Bacillus altitudinis	9.3369	99.98	45	71.05	0.49	264	Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus
SRR16950704	mustard leaf	mustard plant	Botanical	LeechJ_2020__ERS3967741__bin.4	Bacillus A mycoides	6.2727	95.62	33	66.07142857	0	29	Bacillota;Bacilli;Bacillales;Bacillaceae_G;Bacillus_A
SRR16950704	mustard leaf	mustard plant	Botanical	LeechJ_xxxx__AF15__bin.4	Bacillus A pacificus	9.1989	99.13	30	77.41789117	2.841329195	974	Bacillota;Bacilli;Bacillales;Bacillaceae_G;Bacillus_A
SRR16950704	mustard leaf	mustard plant	Botanical	MotaGutierrezJ_2021__SRR11602153__bin.4	Bacillus subtilis	7.5158	99.25	23	100	0.13	33	Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus
SRR16950704	mustard leaf	mustard plant	Botanical	YuY_2022__SRR16950700__bin.25	Priestia flexa	1.8617	99.92	10.796	55.9	0.09	505	Bacillota;Bacilli;Bacillales;Bacillaceae_H;Priestia
SRR16950704	mustard leaf	mustard plant	Botanical	FontanaF_2023__SRR20746838__bin.11	Lactococcus garvieae	1.1564	97.91	7.777	91.82	0.24	71	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus
SRR16950704	mustard leaf	mustard plant	Botanical	YouL_2022__SRR13308521__bin.12	Staphylococcus hominis	0.2373	98.98	1.391	73.69	4.36	621	Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus
SRR16950704	mustard leaf	mustard plant	Botanical	LeechJ_2020__ERS3967688__bin.2	Escherichia coli	0.3442	99.14	0.953	99.37169312	0.037202381	102	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia
SRR16950704	mustard leaf	mustard plant	Botanical	YulandiA_2020__SRS6115052__bin.21	Weissella paramesenteroides	0.1407	99.1	0.931	98.36400818	0	104	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Weissella
SRR16950704	mustard leaf	mustard plant	Botanical	TomarS_2023__SRR15925267__bin.15	Bacillus licheniformis	0.2904	99.75	0.909	99.98	0.04	66	Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus
SRR16950704	mustard leaf	mustard plant	Botanical	MASTER_WP4_FFoQSI_2__VB11-26__bin.7	Acinetobacter johnsonii	0.2119	98.03	0.791	100	0.273972603	52	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter
SRR16950704	mustard leaf	mustard plant	Botanical	FalardeauJ_2023__SRR20811279__bin.3	Lactiplantibacillus plantarum	0.1974	99.26	0.779	99.97	0.24	56	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactiplantibacillus
SRR16950704	mustard leaf	mustard plant	Botanical	MortensenS_xxxx__WK028-2-L-48h-03A1_S20__bin.5	Leuconostoc citreum	0.104	98.77	0.75	99.88764045	0	19	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc
SRR16950704	mustard leaf	mustard plant	Botanical	ODFM-BA-A-0009-005_Bacillus_velezensis_YJ11-1-4	Bacillus velezensis	0.2299	98.95	0.705	99.73	0.12	1	Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus
SRR16950704	mustard leaf	mustard plant	Botanical	YuY_2022__SRR16950700__bin.19	Aerococcus urinaeequi	0.0752	98.63	0.549	83.79	0	112	Bacillota;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus
SRR16950704	mustard leaf	mustard plant	Botanical	AlvarezOrdonezA_xxxx__Q06-25__bin.5	Staphylococcus epidermidis	0.1044	98.23	0.532	99.79794993	0.113697164	88	Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus
SRR16950704	mustard leaf	mustard plant	Botanical	MAG_160	Brevundimonas sp001422455	0.069	97.06	0.504	52.75	0.87	630	Pseudomonadota;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas
SRR16950704	mustard leaf	mustard plant	Botanical	MAG_30	Bacillus paralicheniformis	0.0988	98.06	0.33	54.4	5.5	951	Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus
SRR16950704	mustard leaf	mustard plant	Botanical	MASTER_WP4_CSIC_1__P2235_73323__bin.9	Enterococcus faecalis	0.0738	98.47	0.323	99.62546816	0	44	Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus
SRR16950704	mustard leaf	mustard plant	Botanical	MASTER_WP4_UNINA_2__O-25.1__bin.33	Pseudomonas E putida Y	0.1406	97.24	0.304	97.17479675	1.638921151	78	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas_E
SRR16950704	mustard leaf	mustard plant	Botanical	MAG_183	Leclercia adecarboxylata	0.1052	95.98	0.286	95.53	2.68	667	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Leclercia
SRR16950704	mustard leaf	mustard plant	Botanical	LeechJ_xxxx__AF52__bin.1	Lysinibacillus boronitolerans	0.0795	97.04	0.23	94.53642384	3.752759382	629	Bacillota;Bacilli;Bacillales_A;Planococcaceae;Lysinibacillus
SRR16950704	mustard leaf	mustard plant	Botanical	MortensenS_xxxx__WK031-1-L-48h-03B2_S30__bin.1	Leuconostoc suionicum	0.038	95.34	0.23	100	0	39	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc
SRR16950704	mustard leaf	mustard plant	Botanical	MAG_501	Lactococcus lactis	0.0427	98.56	0.229	100	0	46	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus
SRR16950704	mustard leaf	mustard plant	Botanical	FontanaF_2023__SRR20746854__bin.2	Enterobacter intestinihominis	0.0704	96.15	0.194	100	0.01	195	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter
SRR16950704	mustard leaf	mustard plant	Botanical	MortensenS_xxxx__WK002-1-L-48h-01F6_S30__bin.6	Leuconostoc falkenbergense	0.0275	97.48	0.191	100	0	16	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc
SRR16950704	mustard leaf	mustard plant	Botanical	MASTER_WP4_UNINA_2__M-29__bin.23	Stenotrophomonas geniculata	0.0486	97.82	0.167	84.2634779	2.433052819	997	Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas
SRR16950704	mustard leaf	mustard plant	Botanical	MotaGutierrezJ_2021__SRR11602140__bin.22	Pantoea dispersa	0.0356	96.08	0.12	76.3	2.56	977	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Pantoea
SRR16950704	mustard leaf	mustard plant	Botanical	MASTER_WP4_UNINA_2__V-21__bin.24	Aeromonas rivipollensis	0.0315	97.08	0.115	84.62168493	2.046783626	601	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Aeromonadaceae;Aeromonas
SRR16950704	mustard leaf	mustard plant	Botanical	MAG_594	Mammaliicoccus sciuri	0.0203	96.07	0.096	94.48	2.39	100	Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Mammaliicoccus
SRR16950704	mustard leaf	mustard plant	Botanical	MASTER_WP4_TEAGASC_1__TGS15-30__bin.9	Paracoccus marcusii	0.0232	96.23	0.083	96.21212121	1.01010101	138	Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus
SRR16950704	mustard leaf	mustard plant	Botanical	MAG_34	Cutibacterium acnes	0.0161	97.01	0.08	99.27	0.2	78	Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Cutibacterium
SRR16950704	mustard leaf	mustard plant	Botanical	MagliuloR_2024__SRR28235377__bin.1	Exiguobacterium A acetylicum	0.0092	97.93	0.077	50.51	1.13	441	Bacillota;Bacilli;Exiguobacteriales;Exiguobacteriaceae;Exiguobacterium_A
SRR16950704	mustard leaf	mustard plant	Botanical	MAG_331	Pectobacterium brasiliense	0.0128	97.25	0.077	51.72	6.9	653	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Pectobacterium
SRR16950704	mustard leaf	mustard plant	Botanical	ODFM-BA-A-0005-002_Lactobacillus_curvatus_WiKim38	Latilactobacillus curvatus	0.0115	95.69	0.073	99.46	0	1	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Latilactobacillus
SRR16950704	mustard leaf	mustard plant	Botanical	LeechJ_2020__ERS3967740__bin.10	Pediococcus parvulus	0.0112	95.76	0.071	99.38271605	0	52	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Pediococcus
SRR17227786	cheese	milk	Dairy	181	Psychrobacter sp014861395	62.3909	99.96	1974	99.53	0.62	12	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter
SRR17227786	cheese	milk	Dairy	We2_bin.full.36	Pseudoalteromonas prydzensis	24.3636	100	562	100	0.91	2	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Alteromonadaceae;Pseudoalteromonas
SRR17227786	cheese	milk	Dairy	FalardeauJ_2023__SRR20811293__bin.2	Vreelandella citrativorans	6.1272	99.93	200	99.94	0.36	54	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;Vreelandella
SRR17227786	cheese	milk	Dairy	We2_bin.full.44	Vibrio spp.	1.0901	99.97	33	96.08	1.45	2	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Vibrionaceae;Vibrio
SRR17227786	cheese	milk	Dairy	MASTER_WP4_CSIC_2__P2545__bin.25	Geotrichum candidum	2.5018	99.42	19	54.7	4.9	4372	Ascomycota;Saccharomycetes;Saccharomycetales;Dipodascaceae;Geotrichum
SRR17227786	cheese	milk	Dairy	O4_bin.circ.1	Psychrobacter alimentarius	0.5151	100	18	99.73	1.57	1	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter
SRR17227786	cheese	milk	Dairy	ODFM-BA-A-0160-001_Vibrio_casei_JB196	Vibrio casei	0.5764	99.01	17	96.01	0.84	9	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Vibrionaceae;Vibrio
SRR17227786	cheese	milk	Dairy	MASTER_WP4_UNINA_1__GO005_71775__bin.6	Debaryomyces hansenii group 1	1.3381	99.8	13.287	99.4	0.1	197	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Debaryomyces
SRR17227786	cheese	milk	Dairy	182	Psychrobacter cibarius A	0.3851	99.83	12.641	100	0.55	14	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter
SRR17227786	cheese	milk	Dairy	Wy5_bin.lin.34	Psychrobacter sp030457785	0.2104	99.86	7.728	99.45	0.9	3	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter
SRR17227786	cheese	milk	Dairy	FalardeauJ_2023__SRR20811282__bin.3	Pseudoalteromonas nigrifaciens	0.1858	98.93	5.766	99.98	0.09	101	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Alteromonadaceae;Pseudoalteromonas
SRR17227786	cheese	milk	Dairy	Wy2_bin.circ.1	Streptococcus thermophilus	0.0694	99.94	4.432	99.89	0.15	1	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus
SRR17227786	cheese	milk	Dairy	Wy2_bin.circ.5	Psychrobacter spp.	0.0511	99.88	1.826	99.95	0.97	1	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter
SRR17227786	cheese	milk	Dairy	We2_bin.circ.8	Vibrio spp.	0.0325	100	1.445	85.86	0.09	1	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Vibrionaceae;Vibrio
SRR17227786	cheese	milk	Dairy	MAG_323	Glutamicibacter arilaitensis	0.0414	99.27	1.354	99.74	0	89	Actinomycetota;Actinomycetes;Actinomycetales;Micrococcaceae;Glutamicibacter
SRR17227786	cheese	milk	Dairy	MASTER_WP4_TEAGASC_1__TGS01-22__bin.24	Psychrobacter aquimaris	0.0174	97.57	0.662	98.41329592	0.686813187	112	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter
SRR17227786	cheese	milk	Dairy	Wy2_bin.circ.3	Hafnia alvei B	0.0213	99.89	0.503	100	0.34	1	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Hafnia
SRR17227786	cheese	milk	Dairy	FontanaF_2023__SRR20746951__bin.4	Lacticaseibacillus paracasei	0.0112	98.71	0.467	99.8	0.04	46	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lacticaseibacillus
SRR17227786	cheese	milk	Dairy	MASTER_WP4_CSIC_2__P2584__bin.5	Psychrobacter celer	0.0106	96.14	0.428	99.22161172	0.274725275	72	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter
SRR17227786	cheese	milk	Dairy	MASTER_WP4_UNINA_1__TA012_71775__bin.5	Vagococcus D salmoninarum	0.0082	97.39	0.321	99.30939227	0.552486188	34	Bacillota;Bacilli;Lactobacillales;Vagococcaceae;Vagococcus_D
SRR17227786	cheese	milk	Dairy	MAG_409	Psychrobacter spp.	0.0054	96.61	0.318	51.02	7.76	176	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter
SRR17227786	cheese	milk	Dairy	MortensenS_xxxx__WK038-1-L-48h-03E3_S58__bin.1	Pichia membranifaciens group 1	0.0148	99.32	0.207	69	0.1	1866	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR17227786	cheese	milk	Dairy	We6_bin.circ.9	Brevibacterium aurantiacum	0.0058	96.45	0.156	100	0	1	Actinomycetota;Actinomycetes;Actinomycetales;Brevibacteriaceae;Brevibacterium
SRR17227786	cheese	milk	Dairy	160	Microbacterium gubbeenense	0.0038	99.59	0.146	99.33	0.51	3	Actinomycetota;Actinomycetes;Actinomycetales;Microbacteriaceae;Microbacterium
SRR17227786	cheese	milk	Dairy	MASTER_WP4_FFoQSI_1__VB-12D__bin.20	Marinobacter spp.	0.0042	98.44	0.137	96.44396552	0	109	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Oleiphilaceae;Marinobacter
SRR17227786	cheese	milk	Dairy	MASTER_WP4_TEAGASC_1__TGS06-22__bin.15	Marinomonas polaris	0.0049	97.97	0.123	93.3885142	2.407520948	685	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Marinomonadaceae;Marinomonas
SRR17227786	cheese	milk	Dairy	MAG_501	Lactococcus lactis	0.0023	99.96	0.121	100	0	46	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus
SRR17227786	cheese	milk	Dairy	CM_UNINA_FFOOD__FFOOD_227__bin.5	Corynebacterium casei	0.0026	98.49	0.115	99.05	0.06	156	Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Corynebacterium
SRR17227786	cheese	milk	Dairy	We4_bin.full.28	Mesonia profundi	0.0023	99.92	0.079	99.11	0.57	3	Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Mesonia
SRR17227786	cheese	milk	Dairy	MASTER_WP4_FFoQSI_2__VB11-29__bin.23	Brachybacterium sp030457675	0.0014	99.31	0.05	92.90448343	0	305	Actinomycetota;Actinomycetes;Actinomycetales;Dermabacteraceae;Brachybacterium
SRR17227786	cheese	milk	Dairy	183	Brachybacterium spp.	0.0015	98.7	0.039	99.42	0.88	4	Actinomycetota;Actinomycetes;Actinomycetales;Dermabacteraceae;Brachybacterium
SRR17227786	cheese	milk	Dairy	178	Staphylococcus carnosus	6e-4	100	0.028	98.9	1.1	13	Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus
SRR17227786	cheese	milk	Dairy	MASTER_WP4_CSIC_2__P2574__bin.24	Candida parapsilosis	0.0017	97.6	0.016	97.6	0.1	509	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida
SRR17227786	cheese	milk	Dairy	BertuzziAS_2018__ERS2032125__bin.3	Cyberlindnera jadinii	0.0012	100	0.013	82.7	0.2	2033	Ascomycota;Saccharomycetes;Saccharomycetales;Phaffomycetaceae;Cyberlindnera
SRR17227787	cheese	milk	Dairy	We2_bin.full.36	Pseudoalteromonas prydzensis	50.3563	100	1499	100	0.91	2	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Alteromonadaceae;Pseudoalteromonas
SRR17227787	cheese	milk	Dairy	181	Psychrobacter sp014861395	33.015	99.9	1348	99.53	0.62	12	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter
SRR17227787	cheese	milk	Dairy	We2_bin.full.44	Vibrio spp.	4.0958	100	160	96.08	1.45	2	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Vibrionaceae;Vibrio
SRR17227787	cheese	milk	Dairy	O4_bin.circ.1	Psychrobacter alimentarius	1.4634	99.91	66	99.73	1.57	1	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter
SRR17227787	cheese	milk	Dairy	FalardeauJ_2023__SRR20811282__bin.3	Pseudoalteromonas nigrifaciens	1.6482	99.58	66	99.98	0.09	101	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Alteromonadaceae;Pseudoalteromonas
SRR17227787	cheese	milk	Dairy	ODFM-BA-A-0160-001_Vibrio_casei_JB196	Vibrio casei	1.6291	99.38	62	96.01	0.84	9	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Vibrionaceae;Vibrio
SRR17227787	cheese	milk	Dairy	182	Psychrobacter cibarius A	1.2275	99.97	52	100	0.55	14	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter
SRR17227787	cheese	milk	Dairy	Wy2_bin.circ.5	Psychrobacter spp.	0.9112	100	42	99.95	0.97	1	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter
SRR17227787	cheese	milk	Dairy	FalardeauJ_2023__SRR20811293__bin.2	Vreelandella citrativorans	0.9496	99.93	40	99.94	0.36	54	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;Vreelandella
SRR17227787	cheese	milk	Dairy	We2_bin.circ.8	Vibrio spp.	0.6453	99.96	37	85.86	0.09	1	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Vibrionaceae;Vibrio
SRR17227787	cheese	milk	Dairy	Wy5_bin.lin.34	Psychrobacter sp030457785	0.6117	99.84	29	99.45	0.9	3	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter
SRR17227787	cheese	milk	Dairy	MASTER_WP4_UNINA_1__GO005_71775__bin.6	Debaryomyces hansenii group 1	2.107	99.8	27	99.4	0.1	197	Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Debaryomyces
SRR17227787	cheese	milk	Dairy	Wy2_bin.circ.1	Streptococcus thermophilus	0.16	100	13.194	99.89	0.15	1	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus
SRR17227787	cheese	milk	Dairy	MASTER_WP4_CSIC_2__P2545__bin.25	Geotrichum candidum	0.6986	99.41	6.847	54.7	4.9	4372	Ascomycota;Saccharomycetes;Saccharomycetales;Dipodascaceae;Geotrichum
SRR17227787	cheese	milk	Dairy	Wy2_bin.circ.3	Hafnia alvei B	0.1704	99.96	5.191	100	0.34	1	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Hafnia
SRR17227787	cheese	milk	Dairy	MASTER_WP4_TEAGASC_1__TGS01-22__bin.24	Psychrobacter aquimaris	0.0638	97.63	3.136	98.41329592	0.686813187	112	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter
SRR17227787	cheese	milk	Dairy	MAG_323	Glutamicibacter arilaitensis	0.041	99.33	1.731	99.74	0	89	Actinomycetota;Actinomycetes;Actinomycetales;Micrococcaceae;Glutamicibacter
SRR17227787	cheese	milk	Dairy	180	Psychrobacter namhaensis	0.0347	99.69	1.668	99.73	0.55	6	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter
SRR17227787	cheese	milk	Dairy	MASTER_WP4_CSIC_2__P2584__bin.5	Psychrobacter celer	0.0251	96.38	1.302	99.22161172	0.274725275	72	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter
SRR17227787	cheese	milk	Dairy	MAG_409	Psychrobacter spp.	0.016	95.87	1.214	51.02	7.76	176	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter
SRR17227787	cheese	milk	Dairy	MASTER_WP4_TEAGASC_1__TGS06-22__bin.15	Marinomonas polaris	0.035	98.63	1.143	93.3885142	2.407520948	685	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Marinomonadaceae;Marinomonas
SRR17227787	cheese	milk	Dairy	MAG_501	Lactococcus lactis	0.0105	99.49	0.696	100	0	46	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus
SRR17227787	cheese	milk	Dairy	FontanaF_2023__SRR20746951__bin.4	Lacticaseibacillus paracasei	0.0129	98.72	0.696	99.8	0.04	46	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lacticaseibacillus
SRR17227787	cheese	milk	Dairy	175	Psychrobacter sp900163785	0.0151	99.3	0.674	99.73	0.88	15	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter
SRR17227787	cheese	milk	Dairy	MASTER_WP4_FFoQSI_1__VB-12D__bin.20	Marinobacter spp.	0.0054	98.29	0.226	96.44396552	0	109	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Oleiphilaceae;Marinobacter
SRR17227787	cheese	milk	Dairy	MortensenS_xxxx__WK038-1-L-48h-03E3_S58__bin.1	Pichia membranifaciens group 1	0.0121	99.34	0.219	69	0.1	1866	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia
SRR17227787	cheese	milk	Dairy	We6_bin.circ.9	Brevibacterium aurantiacum	0.0062	97.41	0.216	100	0	1	Actinomycetota;Actinomycetes;Actinomycetales;Brevibacteriaceae;Brevibacterium
SRR17227787	cheese	milk	Dairy	178	Staphylococcus carnosus	0.0029	99.08	0.171	98.9	1.1	13	Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus
SRR17227787	cheese	milk	Dairy	MASTER_WP4_FFoQSI_1__VB-15-M12__bin.17	Alkalibacterium gilvum	0.0023	98.07	0.169	97.81420765	1.821493625	97	Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Alkalibacterium
