run_accession	study_accession	study_title	experiment_accession	experiment_title	library_strategy	library_selection	library_layout	instrument_model	instrument_model_desc	run_total_bases	food_name	sample_name	origin	ingredient_group	main_ingredient	food_type
SRR25395127	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133202	Industry 7 - Final_product - core B	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	13129305913	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395128	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133201	Industry 7 - Final_product - rind B	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	8130743584	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395129	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133200	Industry 7 - Final_product - core A	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	18622870075	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395130	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133199	Industry 7 - Final_product - rind A	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	18551955813	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395131	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133198	Industry 6 - Final_product - core B	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	15097792457	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395133	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133196	Industry 6 - Final_product - rind B	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	14484892908	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395134	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133195	Industry 6 - Final_product - core A	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	9623760618	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395136	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133193	Industry 5 - Final_product - core B	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	8559771488	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395137	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133192	Industry 5 - Final_product - rind B	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	8796080723	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395139	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133190	Industry 5 - Final_product - rind A	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	31540855347	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395140	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133189	Industry 4 - Final_product - core B	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	7533985972	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395141	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133188	Industry 4 - Final_product - rind B	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	4499031254	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395142	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133187	Industry 4 - Final_product - core A	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	20886967851	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395143	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133186	Industry DC18 - Intermediate_ripening - rind_defect B	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	13387306997	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395144	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133185	Industry DC18 - Intermediate_ripening - rind A	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	16583813648	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395145	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133184	Industry DC18 - Intermediate_ripening - rind_defect A	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	15859294925	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395146	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133183	Industry VB16 - Before_ripening - rind B	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	13222315230	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395147	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133182	Industry VB16 - Before_ripening - rind A	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	11187028370	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395149	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133180	Industry VB16 - Before_ripening - core A	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	13709015317	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395151	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133178	Industry VB15 - Before_ripening - rind B	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	5173770872	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395152	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133177	Industry VB15 - Before_ripening - rind A	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	9364564505	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395153	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133176	Industry VB15 - Before_ripening - core B	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	14435565441	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395154	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133175	Industry VB15 - Before_ripening - core A	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	7414793553	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395155	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133174	Industry VB14 - Before_ripening - rind B	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	4038578357	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395156	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133173	Industry VB14 - Before_ripening - rind A	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	25487358120	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395157	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133172	Industry VB14 - Before_ripening - core A	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	5366333852	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395159	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133170	Industry 20 - Raw_materials - Whey	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	18786035377	whey	whey	Animal	Dairy	milk	whey
SRR25395160	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133169	Industry VB13 - Before_ripening - rind B	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	8731434288	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395161	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133168	Industry VB13 - Before_ripening - rind A	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	10455261826	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395162	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133167	Industry VB13 - Before_ripening - core B	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	18266015760	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395163	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133166	Industry VB13 - Before_ripening - core A	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	5849726047	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395164	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133165	Industry VB12 - Before_ripening - rind A	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	8773668862	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395165	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133164	Industry VB12 - Before_ripening - core B	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	12765909806	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395166	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133163	Industry VB12 - Before_ripening - core A	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	9071235218	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395167	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133162	Industry VB11 - Before_ripening - rind B	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	5888873192	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395168	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133161	Industry VB11 - Before_ripening - rind A	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	6659332349	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395169	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133160	Industry VB11 - Before_ripening - core B	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	20118538084	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395170	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133159	Industry Q03 - Before_ripening - core B	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	7608293671	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395172	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133158	Industry Q03 - Before_ripening - core A	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	8934719305	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395173	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133157	Industry Q02 - Before_ripening - rind B	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	7926275948	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395174	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133156	Industry Q02 - Before_ripening - rind A	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	8018605315	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395175	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133155	Industry Q02 - Before_ripening - core B	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	7592444922	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395177	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133153	Industry Q02 - Before_ripening - core A	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	9254384531	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395178	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133152	Industry Q01 - Before_ripening - rind B	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	9646234519	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395179	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133151	Industry Q01 - Before_ripening - rind A	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	7912701715	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395180	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133150	Industry Q01 - Before_ripening - core C	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	9170546672	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395181	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133149	Industry Q01 - Before_ripening - core B	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	9803572766	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395182	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133148	Industry Q01 - Before_ripening - core A	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	7510950433	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395183	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133147	Industry O - Before_ripening - rind B	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	8855268636	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395184	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133146	Industry O - Before_ripening - rind A	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	10072468865	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395185	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133145	Industry O - Before_ripening - core B	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	7940369907	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395186	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133144	Industry O - Before_ripening - core A	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	9406147941	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395187	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133143	Industry 15 - Raw_materials - Whey	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	10549292970	whey	whey	Animal	Dairy	milk	whey
SRR25395188	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133142	Industry M - Before_ripening - rind B	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	7445433262	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395191	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133139	Industry M - Before_ripening - core A	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	7667289478	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395192	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133138	Industry I - Before_ripening - rind B	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	8390691670	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395193	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133137	Industry I - Before_ripening - rind A	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	7962508170	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395194	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133136	Industry I - Before_ripening - core B	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	9152018470	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395195	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133135	Industry I - Before_ripening - core A	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	8278542680	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395196	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133134	Industry H - Before_ripening - rind B	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	8379070980	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395197	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133133	Industry H - Before_ripening - rind A	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	8325631163	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395199	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133131	Industry 11 - Before_ripening - core A	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	11828766697	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395200	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133130	Industry 11 - Before_ripening - rind A	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	12321287750	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395201	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133129	Industry 10 - Before_ripening - core B	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	5535285520	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395202	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133128	Industry 10 - Before_ripening - rind B	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	5863742657	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395203	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133127	Industry 10 - Raw_materials - Whey	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	14026370513	whey	whey	Animal	Dairy	milk	whey
SRR25395204	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133126	Industry 10 - Before_ripening - core A	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	7753638424	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395205	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133125	Industry 10 - Before_ripening - rind A	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	6741808700	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395206	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133124	Industry 9 - Before_ripening - core B	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	14110136069	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395207	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133123	Industry 9 - Before_ripening - rind B	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	14347455480	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395208	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133122	Industry 9 - Before_ripening - core A	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	5348285440	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395209	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133121	Industry 9 - Before_ripening - rind A	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	1475754399	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395210	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133120	Industry 8 - Before_ripening - core B	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	10327588089	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395211	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133119	Industry 8 - Before_ripening - rind B	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	9254773893	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395212	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133118	Industry 8 - Before_ripening - core A	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	7965542970	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395213	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133117	Industry 8 - Before_ripening - rind A	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	7393008695	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395215	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133115	Industry 7 - Before_ripening - core B	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	11698556580	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395216	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133114	Industry 7 - Before_ripening - rind B	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	12484492822	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395217	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133113	Industry 7 - Before_ripening - core A	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	9347416981	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395218	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133112	Industry 7 - Before_ripening - rind A	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	15148368888	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395219	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133111	Industry 6 - Before_ripening - core B	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	17548507093	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395220	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133110	Industry 6 - Before_ripening - rind B	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	6010988184	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395221	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133109	Industry 6 - Before_ripening - core A	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	9897571607	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395222	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133108	Industry 6 - Before_ripening - rind A	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	26807939515	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395223	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133107	Industry 5 - Before_ripening - core B	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	17064559403	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395224	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133106	Industry 5 - Before_ripening - rind B	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	20965878456	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395225	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133105	Industry 10 - Raw_materials - Brine	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	18262943609	cheese brine	cheese_brine	Animal	Dairy	milk	cheese
SRR25395226	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133104	Industry 1 - Raw_materials - Whey	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	8055353377	whey	whey	Animal	Dairy	milk	whey
SRR25395227	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133103	Industry VB06 - Final_product - rind A	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	17978661500	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395228	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133102	Industry VB06 - Final_product - core B	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	6887135929	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395231	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133099	Industry VB06 - Final_product - core A	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	10145989883	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395232	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133098	Industry VB05 - Final_product - rind B	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	10734790776	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395234	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133096	Industry VB05 - Final_product - core B	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	4427113427	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395235	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133550	Industry 26 - Before_ripening - rind A	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	8860963418	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395236	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133382	Industry 17 - Raw_materials - Whey	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	14196515581	whey	whey	Animal	Dairy	milk	whey
SRR25395237	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133549	Industry 25 - Before_ripening - core B	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	8654482740	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395238	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133548	Industry 25 - Before_ripening - rind B	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	10980764514	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395239	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133547	Industry 25 - Before_ripening - core A	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	10179350294	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395240	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133546	Industry 25 - Before_ripening - rind A	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	7214106741	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395241	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133545	Industry 12 - Raw_materials - Whey	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	10400112273	whey	whey	Animal	Dairy	milk	whey
SRR25395242	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133544	Industry 23 - Before_ripening - core B	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	26504714165	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395243	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133543	Industry 23 - Before_ripening - rind B	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	24991211918	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395244	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133542	Industry 23 - Before_ripening - core A	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	6718922008	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395245	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133541	Industry 23 - Before_ripening - rind A	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	13337448813	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395248	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133538	Industry 22 - Before_ripening - core A	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	7733680784	cheese	cheese	Animal	Dairy	milk	cheese
SRR25395249	SRP450983	Metagenomic analysis of raw material and final product samples from dairy facilities	SRX21133537	Industry 22 - Before_ripening - rind A	WGS	RANDOM	PAIRED	Illumina NovaSeq 6000	ILLUMINA	21143400251	cheese	cheese	Animal	Dairy	milk	cheese
